"name","engine_source","deck_import_eligible","engine_status","semantic_class","mana_cost","type_line","color_identity","oracle_id","source_name","source_match","in_comparison_universe","source_commander_legality","source_games"
"Shattered Crypt","oracle-0167","true","certified","spell-template","{X}{B}{B}","Sorcery","B","77bef290-7229-420a-a5c6-8c1b6fea63df","Shattered Crypt","oracle-id","true","legal","paper,mtgo"
"Shattered Dreams","oracle-0119","true","certified","spell-template","{B}","Sorcery","B","91c2f488-2b49-4499-8d5d-c1aff73a4b57","Shattered Dreams","oracle-id","true","legal","paper,mtgo"
"Shattered Landscape","legacy","true","certified-legacy","manual","","Land","WBR","7fbad3f2-66f6-4e3a-b9e0-1ddbcd94d42a","Shattered Landscape","canonical-name","true","legal","paper,mtgo"
"Shattered Perception","oracle-0153","true","certified","spell-template","{2}{R}","Sorcery","R","9853d789-b048-4cba-a64d-db2694ca9173","Shattered Perception","oracle-id","true","legal","paper,mtgo"
"Shattered Sanctum","legacy","true","certified-legacy","manual","","Land","WB","c854ecb0-cc60-4c48-a9aa-7f2348a7a8c6","Shattered Sanctum","canonical-name","true","legal","paper,mtgo,arena"
"Shattered Wings","oracle-0089","true","certified","spell-template","{2}{G}","Sorcery","G","709b9f76-0ea5-456c-b1db-2cf517370fde","Shattered Wings","oracle-id","true","legal","paper,arena,mtgo"
"Shattering Blow","oracle-0011","true","certified","spell-template","{1}{R/W}","Instant","RW","dc9374df-134d-4d32-842e-991e2bfb2dc1","Shattering Blow","oracle-id","true","legal","paper,mtgo"
"Shattering Pulse","oracle-0119","true","certified","spell-template","{1}{R}","Instant","R","77953b7a-813e-45f5-ad7f-ab72a79a0112","Shattering Pulse","oracle-id","true","legal","paper,mtgo"
"Shattering Spree","oracle-0119","true","certified","spell-template","{R}","Sorcery","R","fe725b27-49ef-41bc-91f9-9cd9871ad863","Shattering Spree","oracle-id","true","legal","paper,mtgo"
"Shatterskull Charger","oracle-0153","true","certified","creature-template","{1}{R}{R}","Creature — Giant Warrior","R","571f9d80-9c37-474e-9524-400e7a238e2c","Shatterskull Charger","oracle-id","true","legal","arena,paper,mtgo"
"Shatterskull Giant","oracle-0011","true","certified","vanilla","{2}{R}{R}","Creature — Giant Warrior","R","aa241f75-ce34-49a8-8ffd-785172249bcf","Shatterskull Giant","oracle-id","true","legal","paper,mtgo"
"Shatterskull Minotaur","oracle-0119","true","certified","creature-template","{4}{R}{R}","Creature — Minotaur Warrior","R","2019004c-ebcf-4665-8736-f01ce7d8fcd2","Shatterskull Minotaur","oracle-id","true","legal","arena,paper,mtgo"
"Shatterskull Recruit","oracle-0011","true","certified","keyword-only","{3}{R}{R}","Creature — Giant Warrior Ally","R","e2bc1600-eeec-443b-99e4-dd61497edd5b","Shatterskull Recruit","oracle-id","true","legal","paper,mtgo"
"Shatterstorm","oracle-0022","true","certified","spell-template","{2}{R}{R}","Sorcery","R","96ce2403-4607-440a-92ae-80aceb458c5d","Shatterstorm","oracle-id","true","legal","paper,mtgo"
"Shauku's Minion","oracle-0061","true","certified","creature-template","{1}{B}{R}","Creature — Human Minion","BR","5cf1d7c3-6ebe-440b-88c8-33b7f6aa0d7c","Shauku's Minion","oracle-id","true","legal","paper,mtgo"
"Shauku, Endbringer","oracle-0119","true","certified","creature-template","{5}{B}{B}","Legendary Creature — Vampire","B","49478593-29ff-4e5a-b1e8-6462c2d6176d","Shauku, Endbringer","oracle-id","true","legal","paper,mtgo"
"She-Hulk, Jade Defender","oracle-0119","true","certified","creature-template","{3}{G}","Legendary Creature — Gamma Hero","G","bbd0a2a4-f81b-4a6b-bc4d-d7e53dc51333","She-Hulk, Jade Defender","oracle-id","true","legal","paper,mtgo,arena"
"She-Hulk, Jennifer Walters","oracle-0089","true","certified","creature-template","{3}{R}","Legendary Creature — Gamma Berserker Hero","R","d62b8609-78a5-43ef-8e6e-dbfe8c7453ca","She-Hulk, Jennifer Walters","oracle-id","true","legal","paper,mtgo,arena"
"She-Hulk, Wallbreaker","legacy","true","certified-legacy","manual","{5}{R}","Legendary Creature — Gamma Hero","R","c8d74a25-78a9-46ad-ab24-97f6221fd8dd","She-Hulk, Wallbreaker","canonical-name","true","legal","paper,mtgo"
"Sheer Drop","oracle-0162","true","certified","spell-template","{2}{W}","Sorcery","W","7c42123d-c8e2-4571-b07d-f782e9ad1f8b","Sheer Drop","oracle-id","true","legal","paper,mtgo"
"Shefet Archfiend","oracle-0089","true","certified","creature-template","{5}{B}{B}","Creature — Demon","B","06355d3f-a82d-4f12-a399-016a12824795","Shefet Archfiend","oracle-id","true","legal","paper,arena,mtgo"
"Shefet Dunes","oracle-0089","true","certified","land-mana-template","","Land — Desert","W","8305715e-f711-47d6-8efe-d0efe4ced418","Shefet Dunes","oracle-id","true","legal","paper,mtgo"
"Shefet Monitor","oracle-0142","true","certified","creature-template","{5}{G}","Creature — Lizard","G","14f081bb-dd7a-4419-af9b-f75d91e1a6d0","Shefet Monitor","oracle-id","true","legal","paper,mtgo"
"Shell Shield","oracle-0119","true","certified","spell-template","{U}","Instant","U","73535033-2875-4a82-98d5-84548e349f13","Shell Shield","oracle-id","true","legal","arena,paper,mtgo"
"Shell Skulkin","oracle-0061","true","certified","creature-template","{4}","Artifact Creature — Scarecrow","","82df38bc-f29b-49f8-b734-e4df6d0f645a","Shell Skulkin","oracle-id","true","legal","paper,mtgo"
"Shellshock","legacy","true","certified-legacy","manual","{X}{R}","Instant","R","f406630b-d9f1-4fc5-b3f3-5327384b2901","Shellshock","canonical-name","true","legal","paper,mtgo"
"Shelob's Ambush","oracle-0061","true","certified","spell-template","{B}","Instant","B","c2816923-9daf-4277-adf7-20427d14ba4a","Shelob's Ambush","oracle-id","true","legal","paper,mtgo,arena"
"Shelter","oracle-0119","true","certified","spell-template","{1}{W}","Instant","W","c1909d70-d8f4-4c54-8587-0a910f123238","Shelter","oracle-id","true","legal","paper,mtgo"
"Sheltered Aerie","oracle-0119","true","certified","aura-template","{2}{G}","Enchantment — Aura","G","f2c408f6-3994-4a90-a9f5-f248eb976017","Sheltered Aerie","oracle-id","true","legal","paper,mtgo"
"Sheltered Thicket","legacy","true","certified-legacy","manual","","Land — Mountain Forest","RG","db8d8643-3d0b-4f20-bf53-f4cd26a0e8df","Sheltered Thicket","canonical-name","true","legal","paper,mtgo"
"Sheltering Ancient","oracle-0165","true","certified","creature-template","{1}{G}","Creature — Treefolk","G","4554ce06-4992-4689-8a40-558a1545b968","Sheltering Ancient","oracle-id","true","legal","paper,mtgo"
"Sheltering Boughs","oracle-0022","true","certified","aura-template","{2}{G}","Enchantment — Aura","G","b6bde4eb-15f0-4e6e-9d25-459a2f75ccf2","Sheltering Boughs","oracle-id","true","legal","arena,paper,mtgo"
"Sheltering Landscape","oracle-0119","true","certified","land-mana-template","","Land","GRW","5b932be0-4dac-41b9-9c59-f79e4cecc31a","Sheltering Landscape","oracle-id","true","legal","paper,mtgo,arena"
"Sheltering Light","oracle-0061","true","certified","spell-template","{W}","Instant","W","551ac58e-3a27-4ee3-ac91-16873562c0bc","Sheltering Light","oracle-id","true","legal","arena,paper,mtgo"
"Sheltering Word","oracle-0142","true","certified","spell-template","{1}{G}","Instant","G","77aaaad5-7960-453d-b024-6dacbca3d606","Sheltering Word","oracle-id","true","legal","paper,mtgo"
"Sheoldred's Edict","oracle-0089","true","certified","spell-template","{1}{B}","Instant","B","217062f5-96f1-454c-9507-17f34ef37070","Sheoldred's Edict","oracle-id","true","legal","paper,mtgo,arena"
"Sheoldred's Headcleaver","oracle-0042","true","certified","creature-template","{3}{B}","Creature — Phyrexian Warrior","B","a7df9a4e-d556-4345-9884-0724a3f9d5f8","Sheoldred's Headcleaver","oracle-id","true","legal","paper,arena,mtgo"
"Shepherd of Heroes","oracle-0119","true","certified","creature-template","{4}{W}","Creature — Angel Cleric","W","6a732900-6529-4d5c-ab94-52bd0048d483","Shepherd of Heroes","oracle-id","true","legal","arena,paper,mtgo"
"Shepherd of Rot","oracle-0089","true","certified","creature-template","{1}{B}","Creature — Zombie Cleric","B","af18e496-fef9-4869-867b-bdac653cafd0","Shepherd of Rot","oracle-id","true","legal","paper,mtgo"
"Shepherd of the Cosmos","oracle-0061","true","certified","creature-template","{4}{W}{W}","Creature — Angel Warrior","W","2c5aa155-646c-47f6-ba5c-6e1b41fd4bb2","Shepherd of the Cosmos","oracle-id","true","legal","arena,paper,mtgo"
"Shepherd of the Flock // Usher to Safety","oracle-0119","true","certified","creature-template","{1}{W}","Creature — Human Peasant // Instant — Adventure","W","6d611800-5b0e-40ca-82a2-5b294a1ebf6d","Shepherd of the Flock // Usher to Safety","oracle-id","true","legal","arena,paper,mtgo"
"Shepherd of the Lost","oracle-0011","true","certified","keyword-only","{4}{W}","Creature — Angel","W","d8c70f2f-985c-4982-97eb-99da3810e048","Shepherd of the Lost","oracle-id","true","legal","paper,mtgo"
"Shepherding Spirits","oracle-0042","true","certified","creature-template","{4}{W}{W}","Creature — Spirit","W","e8ff3e99-eca9-44a5-baac-99ee34df3c36","Shepherding Spirits","oracle-id","true","legal","paper,mtgo,arena"
"Sheriff of Safe Passage","oracle-0175","true","certified","creature-template","{2}{W}","Creature — Human Knight","W","ec16008f-18d6-4461-b99c-0a504f211618","Sheriff of Safe Passage","oracle-id","true","legal","paper,mtgo,arena"
"Shessra, Death's Whisper","oracle-0170","true","certified","creature-template","{2}{B}{G}","Legendary Creature — Human Elf Warlock","BG","fb29737c-2dfa-4139-988b-29dc8b829c08","Shessra, Death's Whisper","oracle-id","true","legal","arena,paper,mtgo"
"Shi'ar Soldier","oracle-0089","true","certified","creature-template","{1}{U}","Creature — Shi'ar Soldier","U","f20ec8e2-d6e4-4707-9b86-107dbc09ac63","Shi'ar Soldier","oracle-id","true","legal","paper,mtgo,arena"
"Shield Broker","legacy","true","certified-legacy","manual","{3}{U}{U}","Creature — Octopus Advisor","U","481234e5-fbfd-46e8-8b9a-a4e708dd2195","Shield Broker","canonical-name","true","legal","paper,mtgo"
"Shield Mate","oracle-0042","true","certified","creature-template","{W}","Creature — Human Soldier","W","98e7bfd4-fcb6-47b1-ad0b-c54b85dc2a79","Shield Mate","oracle-id","true","legal","paper,mtgo"
"Shield Wall","oracle-0011","true","certified","spell-template","{1}{W}","Instant","W","8148eaa4-6fde-41f2-9b87-ccfc4d8e822f","Shield Wall","oracle-id","true","legal","paper,mtgo"
"Shield of Duty and Reason","oracle-0119","true","certified","aura-template","{W}","Enchantment — Aura","W","1c64ab87-1da1-4b07-a3f2-73631ae3d501","Shield of Duty and Reason","oracle-id","true","legal","paper,mtgo"
"Shield of the Oversoul","oracle-0142","true","certified","aura-template","{2}{G/W}","Enchantment — Aura","GW","9b598025-80a3-4144-be9a-863165161594","Shield of the Oversoul","oracle-id","true","legal","paper,mtgo"
"Shield of the Realm","oracle-0142","true","certified","equipment-template","{2}","Artifact — Equipment","","d669ed30-efe9-4455-813a-c747b123333f","Shield of the Realm","oracle-id","true","legal","arena,paper,mtgo"
"Shield-Wall Sentinel","oracle-0119","true","certified","creature-template","{4}","Artifact Creature — Golem","","4976f08c-6f8e-42e4-9584-f04793518ddb","Shield-Wall Sentinel","oracle-id","true","legal","paper,arena,mtgo"
"Shielded Aether Thief","oracle-0167","true","certified","creature-template","{1}{U}","Creature — Vedalken Rogue","U","514df71a-138f-460f-a03c-bd1af8e146e2","Shielded Aether Thief","oracle-id","true","legal","paper,mtgo"
"Shielded Passage","oracle-0119","true","certified","spell-template","{W}","Instant","W","a6933789-bb4f-4d45-975e-402b8e0b0e68","Shielded Passage","oracle-id","true","legal","paper,mtgo"
"Shieldhide Dragon","oracle-0089","true","certified","creature-template","{5}{W}","Creature — Dragon","W","4f5fee21-bf29-4873-baf4-04911c309d81","Shieldhide Dragon","oracle-id","true","legal","paper,mtgo"
"Shieldmate's Blessing","oracle-0061","true","certified","spell-template","{W}","Instant","W","4ed55e9c-84ea-42a3-a32f-469da56b3eb5","Shieldmate's Blessing","oracle-id","true","legal","paper,mtgo"
"Shifting Ceratops","oracle-0119","true","certified","creature-template","{2}{G}{G}","Creature — Dinosaur","G","6cac6f76-f3c6-4b00-a468-166b07853401","Shifting Ceratops","oracle-id","true","legal","paper,mtgo"
"Shifting Sliver","oracle-0119","true","certified","creature-template","{3}{U}","Creature — Sliver","U","6a262f53-2eea-45d0-8189-9222d66f1b52","Shifting Sliver","oracle-id","true","legal","paper,mtgo"
"Shifting Wall","oracle-0042","true","certified","creature-template","{X}","Artifact Creature — Wall","","7c852dfe-8238-461e-814e-9667807f2cf5","Shifting Wall","oracle-id","true","legal","paper,mtgo"
"Shifting Woodland","oracle-0142","true","certified","land-mana-template","","Land","G","7c2a4fe5-43e8-4e20-bef2-0278d18afc4b","Shifting Woodland","oracle-id","true","legal","paper,mtgo,arena"
"Shigeki, Jukai Visionary","legacy","true","certified-legacy","manual","{1}{G}","Legendary Enchantment Creature — Snake Druid","G","cbad3570-5417-42e6-b3ef-f42194098314","Shigeki, Jukai Visionary","canonical-name","true","legal","paper,mtgo"
"Shiko and Narset, Unified","legacy","true","certified-legacy","manual","{1}{U}{R}{W}","Legendary Creature — Human Spirit Dragon","WUR","40ed32a6-ad56-48c7-aecf-b4238c34c212","Shiko and Narset, Unified","canonical-name","true","legal","paper,mtgo,arena"
"Shimian Specter","oracle-0177","true","certified","creature-template","{2}{B}{B}","Creature — Specter","B","f20f0bf4-c74b-4df7-a849-270c35f5d99e","Shimian Specter","oracle-id","true","legal","paper,mtgo"
"Shimmer Dragon","legacy","true","certified-legacy","manual","{4}{U}{U}","Creature — Dragon","U","de1316f2-1cca-4ac4-aead-0fd8b4036d88","Shimmer Dragon","canonical-name","true","legal","paper,mtgo"
"Shimmer Myr","oracle-0153","true","certified","creature-template","{3}","Artifact Creature — Myr","","e110ee80-37af-4989-a5fb-95d51dc7f102","Shimmer Myr","oracle-id","true","legal","paper,mtgo"
"Shimmer of Possibility","oracle-0119","true","certified","spell-template","{1}{U}","Sorcery","U","85e2b073-e953-46f9-a1d4-0dfe030b3751","Shimmer of Possibility","oracle-id","true","legal","arena,paper,mtgo"
"Shimmercreep","legacy","true","certified-legacy","manual","{4}{B}","Creature — Elemental","B","52244c23-7680-4bed-8ef8-8d10e289d3f7","Shimmercreep","canonical-name","true","legal","paper,arena,mtgo"
"Shimmerdrift Vale","oracle-0170","true","certified","land-mana-template","","Snow Land","","2ac34f3e-822d-4fde-99ca-a31c4d9503fd","Shimmerdrift Vale","oracle-id","true","legal","arena,paper,mtgo"
"Shimmering Barrier","oracle-0022","true","certified","creature-template","{1}{W}","Creature — Wall","W","94674840-c73c-4659-80b9-11140d1deaa3","Shimmering Barrier","oracle-id","true","legal","paper,mtgo"
"Shimmering Grotto","oracle-0022","true","certified","land-mana-template","","Land","","bae49475-fe01-400b-8959-f0dde959577c","Shimmering Grotto","oracle-id","true","legal","paper,mtgo"
"Shimmering Mirage","oracle-0177","true","certified","spell-template","{1}{U}","Instant","U","d1720ddc-d6ad-4d78-8dd7-29539bbb73da","Shimmering Mirage","oracle-id","true","legal","paper,mtgo"
"Shimmering Wings","oracle-0042","true","certified","aura-template","{U}","Enchantment — Aura","U","7d892d61-5a69-4500-9fb2-7cf50728aedd","Shimmering Wings","oracle-id","true","legal","paper,mtgo"
"Shimmerscale Drake","oracle-0022","true","certified","creature-template","{4}{U}","Creature — Drake","U","f3bd5ca1-9854-4bc0-b108-b555808e1d5f","Shimmerscale Drake","oracle-id","true","legal","paper,mtgo"
"Shimmerwing Chimera","oracle-0119","true","certified","creature-template","{3}{U}","Enchantment Creature — Chimera","U","21c768fa-4f1a-4a1a-abb9-e69e17426233","Shimmerwing Chimera","oracle-id","true","legal","arena,paper,mtgo"
"Shinechaser","oracle-0061","true","certified","creature-template","{1}{W}{U}","Creature — Faerie","UW","6267ad33-34a6-47c8-ae09-f8d1499a761a","Shinechaser","oracle-id","true","legal","arena,paper,mtgo"
"Shinen of Fear's Chill","oracle-0089","true","certified","creature-template","{4}{B}","Creature — Spirit","B","72e61b73-980c-4ee4-b529-a367897620ec","Shinen of Fear's Chill","oracle-id","true","legal","paper,mtgo"
"Shinen of Flight's Wings","oracle-0089","true","certified","creature-template","{4}{U}","Creature — Spirit","U","5fa542e5-d3a7-45d3-ac1d-32546fbfe784","Shinen of Flight's Wings","oracle-id","true","legal","paper,mtgo"
"Shinen of Fury's Fire","oracle-0089","true","certified","creature-template","{2}{R}","Creature — Spirit","R","5b3b512e-6849-4d2e-9352-a36bc1646a92","Shinen of Fury's Fire","oracle-id","true","legal","paper,mtgo"
"Shinen of Stars' Light","oracle-0089","true","certified","creature-template","{2}{W}","Creature — Spirit","W","d43f813b-3607-4bc3-b996-3dbad6977bd8","Shinen of Stars' Light","oracle-id","true","legal","paper,mtgo"
"Shineshadow Snarl","legacy","true","certified-legacy","manual","","Land","WB","c9fc13d6-bd10-47bc-b2b6-7f67a1f3371e","Shineshadow Snarl","canonical-name","true","legal","paper,mtgo"
"Shinestriker","oracle-0089","true","certified","creature-template","{4}{U}{U}","Creature — Elemental","U","1b94ee87-a2f4-47f1-9fc7-4a167cad1b3b","Shinestriker","oracle-id","true","legal","paper,arena,mtgo"
"Shinewend","oracle-0042","true","certified","creature-template","{1}{W}","Creature — Elemental","W","8b3c4a6c-44ac-4718-ac1e-9d503523e89d","Shinewend","oracle-id","true","legal","paper,mtgo"
"Shining Aerosaur","oracle-0011","true","certified","keyword-only","{4}{W}","Creature — Dinosaur","W","a7520962-46e0-4abd-bb19-569334913a05","Shining Aerosaur","oracle-id","true","legal","arena,paper,mtgo"
"Shinka Gatekeeper","oracle-0153","true","certified","creature-template","{2}{R}","Creature — Ogre Warrior","R","7792d3af-5c64-4d0a-a2b3-b903d787b0ab","Shinka Gatekeeper","oracle-id","true","legal","paper,mtgo"
"Shinka, the Bloodsoaked Keep","oracle-0089","true","certified","land-mana-template","","Legendary Land","R","255b937f-c9c9-4ae9-815e-17418eba0602","Shinka, the Bloodsoaked Keep","oracle-id","true","legal","paper,mtgo"
"Shinra Reinforcements","oracle-0061","true","certified","creature-template","{2}{B}","Creature — Human Soldier","B","6cfe63ac-3581-461b-8ed3-3e231851e3f8","Shinra Reinforcements","oracle-id","true","legal","paper,arena,mtgo"
"Shiny Impetus","legacy","true","certified-legacy","manual","{2}{R}","Enchantment — Aura","R","aae76e5c-f5e0-4d18-b465-e6a829be908a","Shiny Impetus","canonical-name","true","legal","paper,mtgo"
"Shipbreaker Kraken","oracle-0176","true","certified","creature-template","{4}{U}{U}","Creature — Kraken","U","dda7a088-61e3-4c47-b9e0-529fc047f77e","Shipbreaker Kraken","oracle-id","true","legal","paper,mtgo"
"Shipwreck Dowser","oracle-0042","true","certified","creature-template","{3}{U}{U}","Creature — Merfolk Wizard","U","dc3073fc-dc23-426e-b867-fee5dd99fe25","Shipwreck Dowser","oracle-id","true","legal","paper,arena,mtgo"
"Shipwreck Looter","oracle-0142","true","certified","creature-template","{1}{U}","Creature — Human Pirate","U","ead1accc-b90e-424a-a55f-2f4771726ce1","Shipwreck Looter","oracle-id","true","legal","arena,paper,mtgo"
"Shipwreck Marsh","oracle-0042","true","certified","land-mana-template","","Land","BU","5f42b67f-87fd-4f98-a0e8-0c8313f4bbc8","Shipwreck Marsh","oracle-id","true","legal","paper,mtgo"
"Shipwreck Moray","oracle-0167","true","certified","creature-template","{3}{U}","Creature — Fish","U","6c0b07c4-bb7c-4100-81e5-b0ee95d18625","Shipwreck Moray","oracle-id","true","legal","paper,mtgo"
"Shipwreck Patrol","oracle-0042","true","certified","creature-template","{3}{U}","Creature — Merfolk Warrior","U","9851f207-9f75-4ceb-8024-8f9bf21f90ad","Shipwreck Patrol","oracle-id","true","legal","paper,mtgo,arena"
"Shipwreck Sentry","oracle-0162","true","certified","creature-template","{1}{U}","Creature — Human Pirate","U","f05575f8-4961-4780-83fc-3584d9146a14","Shipwreck Sentry","oracle-id","true","legal","paper,arena,mtgo"
"Shipwreck Singer","oracle-0170","true","certified","creature-template","{U}{B}","Creature — Siren","BU","8aae6f84-02ac-4f8f-9721-b12138588b6b","Shipwreck Singer","oracle-id","true","legal","paper"
"Shire Scarecrow","oracle-0119","true","certified","creature-template","{2}","Artifact Creature — Scarecrow","","4b9f6a6e-c168-4732-b454-2272d56636da","Shire Scarecrow","oracle-id","true","legal","paper,arena,mtgo"
"Shire Shirriff","oracle-0119","true","certified","creature-template","{1}{W}","Creature — Halfling Soldier","W","14f36157-f55f-495d-9ffe-f38135a59750","Shire Shirriff","oracle-id","true","legal","paper,arena,mtgo"
"Shire Terrace","oracle-0061","true","certified","land-mana-template","","Land","","619173f4-0403-49cd-9659-2fedd5028a90","Shire Terrace","oracle-id","true","legal","paper,mtgo,arena"
"Shiv's Embrace","oracle-0167","true","certified","aura-template","{2}{R}{R}","Enchantment — Aura","R","e41162bf-1a4f-4e69-870a-faf9836c56d5","Shiv's Embrace","oracle-id","true","legal","paper,mtgo"
"Shivan Branch-Burner","oracle-0022","true","certified","creature-template","{5}{R}{R}","Creature — Dragon","R","bf7f5e9d-de3d-4a29-af25-f0b56336cecb","Shivan Branch-Burner","oracle-id","true","legal","paper,arena,mtgo"
"Shivan Devastator","oracle-0042","true","certified","creature-template","{X}{R}","Creature — Dragon Hydra","R","b7daa74c-6142-4107-9355-be98af6ccf13","Shivan Devastator","oracle-id","true","legal","paper,mtgo,arena"
"Shivan Dragon","oracle-0022","true","certified","creature-template","{4}{R}{R}","Creature — Dragon","R","711eea87-0fa3-46e0-a42b-fa5a86455f04","Shivan Dragon","oracle-id","true","legal","paper,arena,mtgo"
"Shivan Emissary","oracle-0142","true","certified","creature-template","{2}{R}","Creature — Human Wizard","BR","1b885600-def1-4b2c-a6cb-02df34d58a1b","Shivan Emissary","oracle-id","true","legal","paper,mtgo"
"Shivan Fire","oracle-0171","true","certified","spell-template","{R}","Instant","R","854fd120-9a51-4d37-9922-7e4b0464e0f5","Shivan Fire","oracle-id","true","legal","arena,paper,mtgo"
"Shivan Gorge","legacy","true","certified-legacy","manual","","Legendary Land","R","e90a1381-c9c1-4f57-928c-5d19dc065274","Shivan Gorge","canonical-name","true","legal","paper,mtgo"
"Shivan Harvest","oracle-0089","true","certified","enchantment-template","{1}{R}","Enchantment","R","27c3d7cd-f92e-4203-9fb5-f6b4776f6ffd","Shivan Harvest","oracle-id","true","legal","paper,mtgo"
"Shivan Hellkite","oracle-0042","true","certified","creature-template","{5}{R}{R}","Creature — Dragon","R","069be6a0-9545-4fdc-ad40-957fe307db7a","Shivan Hellkite","oracle-id","true","legal","paper"
"Shivan Meteor","oracle-0022","true","certified","spell-template","{3}{R}{R}","Sorcery","R","6cf5edd6-1ca2-46a5-83b4-7ddff590ef96","Shivan Meteor","oracle-id","true","legal","paper,mtgo"
"Shivan Oasis","oracle-0011","true","certified","land-mana-template","","Land","GR","9b64c0f4-b917-4a0d-b033-30ab71aab807","Shivan Oasis","oracle-id","true","legal","paper,mtgo"
"Shivan Phoenix","oracle-0042","true","certified","creature-template","{4}{R}{R}","Creature — Phoenix","R","49ca8516-624b-4aa8-8e13-d145590cdfda","Shivan Phoenix","oracle-id","true","legal","paper,mtgo"
"Shivan Raptor","oracle-0089","true","certified","creature-template","{2}{R}","Creature — Dinosaur","R","bc01d36b-dea3-47d4-afdf-0dbbba7ca7b2","Shivan Raptor","oracle-id","true","legal","paper,mtgo"
"Shivan Reef","legacy","true","certified-legacy","manual","","Land","UR","0fe16212-66c3-4e45-a641-7391e9b2e304","Shivan Reef","canonical-name","true","legal","paper,mtgo"
"Shivan Zombie","oracle-0022","true","certified","creature-template","{B}{R}","Creature — Phyrexian Barbarian Zombie","BR","fb3d438e-5e04-45a0-8d16-db63f0faff75","Shivan Zombie","oracle-id","true","legal","paper,mtgo"
"Shizo, Death's Storehouse","oracle-0089","true","certified","land-mana-template","","Legendary Land","B","008f2698-1721-45a3-8353-10f2f400dc8f","Shizo, Death's Storehouse","oracle-id","true","legal","paper,mtgo"
"Shoal Kraken","oracle-0142","true","certified","creature-template","{4}{U}","Creature — Kraken","U","be700da5-123e-461e-8192-88f9d86925b9","Shoal Kraken","oracle-id","true","legal","arena,paper,mtgo"
"Shock","oracle-0011","true","certified","spell-template","{R}","Instant","R","a9d288b8-cdc1-4e55-a0c9-d6edfc95e65d","Shock","oracle-id","true","legal","paper,mtgo,arena"
"Shock Brigade","oracle-0119","true","certified","creature-template","{1}{R}","Creature — Goblin Soldier","R","8676e917-17dd-4047-99c4-402f2e909e16","Shock Brigade","oracle-id","true","legal","paper,arena,mtgo"
"Shock Troops","oracle-0042","true","certified","creature-template","{3}{R}","Creature — Human Soldier","R","fdf2a8da-2933-44c5-b483-f035144da752","Shock Troops","oracle-id","true","legal","paper,mtgo"
"Shocker","oracle-0119","true","certified","creature-template","{1}{R}","Creature — Insect","R","8981d1d1-e102-4a3d-96ad-3904c83d1611","Shocker","oracle-id","true","legal","paper,mtgo"
"Shocking Grasp","oracle-0022","true","certified","spell-template","{1}{U}","Instant","U","2ebe4c68-87eb-474d-a4c4-0468835b4900","Shocking Grasp","oracle-id","true","legal","arena,paper,mtgo"
"Shocking Sharpshooter","oracle-0042","true","certified","creature-template","{1}{R}","Creature — Human Archer","R","fbb7735f-ec91-4ed4-b735-d94a76e68a80","Shocking Sharpshooter","oracle-id","true","legal","paper,arena,mtgo"
"Shockmaw Dragon","oracle-0142","true","certified","creature-template","{4}{R}{R}","Creature — Dragon","R","e0754b8e-fd3c-4207-9031-a6323e1b66d5","Shockmaw Dragon","oracle-id","true","legal","paper,mtgo"
"Shoot Down","oracle-0089","true","certified","spell-template","{3}{G}","Sorcery","G","2a89feeb-9e66-4539-bd75-7d9d53f52d49","Shoot Down","oracle-id","true","legal","paper,arena,mtgo"
"Shoot the Sheriff","legacy","true","certified-legacy","manual","{1}{B}","Instant","B","2038138e-2e52-41e4-90fc-443fa054c5c0","Shoot the Sheriff","canonical-name","true","legal","paper,mtgo,arena"
"Shopkeeper's Bane","oracle-0042","true","certified","creature-template","{2}{G}","Creature — Badger Pest","G","e7572317-6bec-4fb0-81ac-76aec04f14ad","Shopkeeper's Bane","oracle-id","true","legal","paper,mtgo,arena"
"Shore Keeper","oracle-0042","true","certified","creature-template","{U}","Creature — Trilobite","U","9625773b-1976-49b3-88d2-93a4befb595c","Shore Keeper","oracle-id","true","legal","arena,paper,mtgo"
"Shore Lurker","oracle-0011","true","certified","creature-template","{3}{W}","Creature — Merfolk Scout","W","4288ba56-ddd0-4bd9-ba61-daf03e9f2d7f","Shore Lurker","oracle-id","true","legal","paper,arena,mtgo"
"Shore Snapper","oracle-0089","true","certified","creature-template","{2}{B}","Creature — Beast","BU","c5e2ed91-edd2-47ec-809e-3e4a4245e2ce","Shore Snapper","oracle-id","true","legal","paper,mtgo"
"Shore Up","oracle-0061","true","certified","spell-template","{U}","Instant","U","c9d8c983-2845-42e6-b6b8-bf7cf2729b23","Shore Up","oracle-id","true","legal","paper,mtgo,arena"
"Shorecomber Crab","oracle-0011","true","certified","vanilla","{U}","Creature — Crab","U","6c8f4d50-c8a6-4ee7-bef2-d91fb595c384","Shorecomber Crab","oracle-id","true","legal","paper,arena"
"Shorecrasher Mimic","oracle-0162","true","certified","creature-template","{1}{G/U}","Creature — Shapeshifter","GU","3da837db-b3e9-46e4-939d-54ab43af94d9","Shorecrasher Mimic","oracle-id","true","legal","paper,mtgo"
"Shoreline Looter","oracle-0175","true","certified","creature-template","{1}{U}","Creature — Rat Rogue","U","c15cad77-e70f-42cc-a9f5-50e1fd8c9c96","Shoreline Looter","oracle-id","true","legal","paper,mtgo,arena"
